title,description,status,update_log,Resource
"Cumhurbaşkanı Erdoğan, Yapıcıoğlu'nu kabul etti","Cumhurbaşkanı Erdoğan, HÜDA PAR Genel Başkanı Zekeriya Yapıcıoğlu'nu kabul etti.",1,X,TRT
"61 düzensiz göçmenin öldüğü tekneye ""haddinden fazla"" yolcu alınmış","Van'da 61 düzensiz göçmenin hayatını kaybettiği tekne faciasına ilişkin davada 1033 yıl hapis cezasına çarptırılan Medeni Akbaş'ın, tekneye 'haddinden fazla yolcu' alarak harekete geçtiği, tüm sonuçları öngörmesine rağmen bunu kabullenerek fiili icra ettiği belirlendi.",1,X,TRT
Suriye'nin kuzeyinde 11 terörist etkisiz hale getirildi,Fırat Kalkanı ve Zeytin Dalı bölgelerine saldıran 11 PKK/YPG’li terörist etkisiz hale getirildi.,1,X,TRT
Yasa dışı yollarla Yunanistan'a kaçmaya çalışan 1'i PKK mensubu 5 kişi yakalandı,"Hudut Kartalları, ülkemizden Yunanistan'a yasa dışı yollarla geçmeye çalışan 5 kişiyi yakaladı. 5 kişiden birinin PKK/KCK terör örgütü mensubu olduğu belirlendi.",1,X,TRT
İstanbul'a ataması yapılan aile hekimlerinden sadece altısının Türk olduğu ,Şubat ayında açıklanan listelerden sadece biri paylaşılmış. Aynı gün açıklanan diğer listede aile hekimliklerine atamalarda Türk hekimlerin ağırlıkta olduğu görülüyor.,0,√,TeyitOrg-False
Bakanlıktan deprem bölgelerindeki refakatsiz çocuklara ilişkin açıklama,"Aile ve Sosyal Hizmetler Bakanlığı, deprem bölgesindeki refakatsiz çocuklarla ilgili tek yetkili kurumun bakanlık olduğunu, çocukların bakanlık haricinde herhangi bir kişi ya da kuruma teslim edilmesinin söz konusu olmadığını duyurdu.",1,X,TRT
Fotoğrafın Kaz dağlarındaki tahribatı gösterdi,"Kaz dağlarındaki doğa tahribatı gösterdiği iddia edilen fotoğraf, Malezya'nın Borneo adasından. ",0,√,TeyitOrg-False
Irma Kasırgası sırasında çekilen bir videoda ezan sesi duyuldu,"Sosyal medyada paylaşılan bir video ile Irma Kasırgası esnasında ezan sesi duyulduğu iddia edildi. İddia, Mynet ve Haberler.com gibi sitelerde de yer aldı.",0,√,TeyitOrg-False
Fotoğrafın Japonya’daki bir otoparkı gösterdi,"Fotoğraf Japonya’da değil, Britanya’daki BMW fabrikasının araba deposunda kaydedilmiş. ",0,√,TeyitOrg-False
Adıyaman'da yıkılan çok sayıda binanın müteahhidi tutuklandı,Depremin etkilediği Adıyaman'da yıkılan çok sayıda binanın müteahhidi olduğu belirlenen Yavuz Karakuş ve Sevilay Karakuş İstanbul'da tutuklandı.,1,X,TRT
Amazon ormanlarında DNA’sı değiştirilmiş anakondalar saklandı,"Sosyal medyada paylaşılan bir iddiaya göre, gerçek hayatta Anaconda filmindeki gibi DNA’sıyla oynanmış yılanlar var ve bunlar insanlardan gizleniyor.",0,√,TeyitOrg-False
TBMM Başkanı Şentop'tan Lozan açıklaması: Uluslararası anlaşmalarda gizli bir hüküm olamaz,"TBMM Başkanı Mustafa Şentop, Lozan Antlaşması'na ilişkin bazı iddiaların sorulmasına karşılık, ""Süreli de değil, bir uluslararası anlaşmanın gizli maddesi de olamaz; Lozan'ın da yok."" yanıtını verdi.",1,X,TRT
Deprem bölgelerine doğal gaz akışı durduruldu,"Kahramanmaraş'ın Pazarcık ilçesinde meydana gelen 7,4 büyüklüğündeki depremin ardından, Hatay il merkezi ile Kırakhan ilçesi, Kahramanmaraş il merkezi ile Pazarcık ve Narlı ilçelerinde tedbir amaçlı dağal gaz akışı durduruldu.",1,X,TRT
İskoçya’da tuvaleti kullanmak isteyenlerin eve alınmasının hukuki zorunluluk oldu,"İddia bir şehir efsanesi, yasal bir dayanağı yok. Ancak efsanenin ortaya çıkmasına İskoç gelenekleri neden olmuş olabilir. ",0,√,TeyitOrg-False
Gebelerde Covid-19 aşılarının güvenli olduğuna dair bilimsel veri olmadı,"Gebeler ve emzirenler için Covid-19 aşılarının güvenli olduğunu gösteren birçok bilimsel veri var. Sağlık otoriteleri gebelere aşılanmayı öneriyor.
",0,√,TeyitOrg-False
ABD Başkanı Trump'ın hesabından yapıldığı iddia edilen paylaşım,"Sosyal medyada Donald Trump adına açılmış bir hesaptan yapılan fotoğraflı paylaşımda Cumhurbaşkanı Erdoğan, Macron, Merkel ve Johnson yer aldı.",0,X,TeyitOrg-False
Cumhurbaşkanı Erdoğan: Trakya enerjide bir merkez haline gelecek,"Cumhurbaşkanı Recep Tayyip Erdoğan, ""Adımlarımızı attık, atıyoruz ve böylece özellikle Trakya, doğal gazda, enerjide bir hub haline gelecektir."" dedi.",1,X,TRT
Sakarya'da kuşların 5G sebebiyle öldü,Sakarya’nın Hendek İlçesi D-100 karayolunda bulunan sığırcıkların ölüm sebebinin 5G olması olasılık dışı. Türkiye’de henüz 5G kullanılmıyor ve Sakarya 5G denemeleri yapılan bölgeler arasında da değil.,0,√,TeyitOrg-False
Şarkıcı Nilüfer'e ait olduğu iddia edilen Twitter hesabı,Şarkıcı Nilüfer'e ait olduğu iddiası ile paylaşımlar yapan hesabın sanatçıyla bir ilgisi yok.,0,X,TeyitOrg-False
Türkiye'de TikTok kullanmayanların oranının yüzde 7 oldu,"RTÜK Başkan Yardımcısı İbrahim Uslu’nun söylediği yüzde 7’lik oran, Britanya’da yapılan bir çalışmadan. ",0,√,TeyitOrg-False
Sosyal konut projesinde Ankara kuraları 2-12 Ocak'ta çekilecek,"Cumhuriyet tarihinin en büyük sosyal konut hamlesi ""İlk Evim, İlk İş Yerim"" projesinin başkentteki kura çekimleri, 2-12 Ocak'ta gerçekleştirilecek.",1,X,TRT
Bakan Kurum çevre temizliği konusunda kısa film paylaştı,"Çevre, Şehircilik ve İklim Değişikliği Bakanı Murat Kurum, sosyal medya hesabından, doğaya çöp atılmaması uyarısının yapıldığı ""Atma"" adlı kamu spotunu paylaştı.",1,X,TRT
Anayasa Mahkemesi'nden HDP kararı,"Anayasa Mahkemesi (AYM), HDP'nin nihai kararın seçim sonrasına bırakılması talebini reddetti. HDP'nin Hazine yardımı blokesine yönelik savunması için de 15 günlük ek süre verildi.",1,X,TRT
"İletişim Başkanlığı, Dezenformasyon Bülteni'ni yayımladı","Cumhurbaşkanlığı İletişim Başkanlığınca, 26 Aralık 2022-1 Ocak 2023'ü kapsayan Dezenformasyon Bülteni yayımlandı.",1,X,TRT
"Devlet Bahçeli, Hacıbektaş'taki arsasını Horasan Erenleri Federasyonu'na hibe etti","MHP Genel Başkanı Devlet Bahçeli, Nevşehir'in Hacıbektaş ilçesindeki yaklaşık 6 dönümlük arsasını, Horasan Erenleri Federasyonu'na hibe ettiğini duyurdu.",1,X,TRT
Arnold Schwarzenegger oda tutamadığı için kendi heykelinin önünde mi yattı?,"Sosyal medyada paylaşılan iddiaya göre Arnold Schwarzenegger, kendi ismiyle kurulan bir otelden oda tutamadığı için kendi heykelinin önünde yattı.",0,X,TeyitOrg-False
Video Türkiye'de bir bebeğe işkence edildiğini göstermiyor,Sosyal medyada paylaşılan ve Teyit'e ihbar olarak gönderilen videonun Türkiye’de bir bebeğe işkence edildiğini gösterdiği iddia edildi.,0,X,TeyitOrg-False
Sağlık ocağından geliyoruz diyerek terör örgütünün çocuklara zehir enjekte etti,"Sosyal medyada terör örgütünün “sağlık ocağından geliyoruz, bu kış için çocuklara grip aşısı yapacağız” diyerek çocuklara zehir enjekte ettiği iddia edildi.",0,√,TeyitOrg-False
Bakan Kirişci: 13 milyon 300 bin ton tahıl taşındı,"Tarım ve Orman Bakanı Vahit Kirişci, tahıl koridorundan şu ana kadar 13 milyon 300 bin ton tahılın taşındığını açıkladı.",1,X,TRT
Türkiye’ye destek için TL satın alan Pakistanlıları gösteren videonun güncel oldu,Türkiye'ye destek olmak için Türk Lirası satın alan Pakistanlıları gösteren video 2018 yılından.,0,√,TeyitOrg-False
Bebeklerin yardımına koşan hemşire yaşadıklarını TRT Haber'e anlattı,"""Asrın felaketi"" olarak nitelenen Kahramanmaraş merkezli depremlerden etkilenen Gaziantep'te, şiddetli sarsıntı sırasında hastane çalışanlarının kuvözdeki bebekleri koruma çabası, güvenlik kamerasınca kaydedildi. Hemşire Gazel Çalışkan o anları TRT Haber'e anlattı.",1,X,TRT
Fotoğrafın Türkiye’ye gelen S-400 füzelerini gösterdi,Sosyal medyada 20 Ocak 2020’de paylaşılan bir fotoğrafın Türkiye’nin Rusya’dan aldığı S-400 füzelerini gösterdiği iddia edildi.,0,√,TeyitOrg-False
Mısır'da idam edilmeden önce eşi ve çocuğunu görmek isteyen kişiye ait video,Sosyal medyada paylaşılan videonun bir adamın idam edilmeden önce son isteği olarak eşini ve çocuğunu görmek istediği iddia edildi.,0,√,TeyitOrg-False
Görselin cin çıkarma seansındaki bir hocayı gösterdi,Bir hocayı cin çıkarırken gösterdiği iddia edilen görsel montajlanmış. Görseldeki erkek İran’ın cumhurbaşkanı Hasan Ruhani ve kadın fotoğrafı da pornografik bir içerikten alınmış.,0,√,TeyitOrg-False
Paylaşılan sözün Lao Tzu’ya ait oldu,Taoizmin kurucusu Lao Tzu’ya ait olduğu iddiasıyla paylaşılan “Depresyondaysanız geçmişte yaşıyorsunuz. Endişeliyseniz gelecekte yaşıyorsunuz. Huzur içindeyseniz şimdide yaşıyorsunuzdur” sözünün sahibi Brezilyalı motivasyon konuşmacısı Junia Bretas.,0,√,TeyitOrg-False
A Haber’in ‘Ekrem İmamoğlu binlerce aracı işten çıkardı’ şeklinde bir alt bant kullandı,Facebook’ta bir kullanıcı A Haber’in konu hakkında hazırladığı bir haberi gösterdiği iddiasıyla bir ekran görüntüsü paylaştı.,0,√,TeyitOrg-False
Dr. Fauci'nin e-postasının koronavirüsün biyolojik silah olduğunu ifşa etti,"Dr. Fauci’nin e-postası, 2005 yılında yapılan bir araştırmayı konu ediyor ve e-posta virüsün biyolojik bir silah olarak üretildiğini kanıtlayacak hiçbir bilgi içermiyor. ",0,√,TeyitOrg-False
Bakan Soylu'dan Özdemir Bayraktar Milli Teknoloji Merkezi'ne ziyaret,"İçişleri Bakanı Süleyman Soylu, Özdemir Bayraktar Milli Teknoloji Merkezi'ni ziyaret etti.",1,X,TRT
Terör örgütü mensupları sınırda yakalandı,"Yunanistan ve Suriye'den Türkiye'ye yasa dışı yollarla geçmeye çalışan 4'ü FETÖ, 4'ü de PKK/KCK/PYD mensubu olmak üzere 13 şahıs yakalandı.",1,X,TRT
TBMM Başkanı Şentop: Kur'an-ı Kerim'i hedef alan insan müsveddelerini bir kez daha lanetliyorum,"TBMM Başkanı Mustafa Şentop, 17. İslam İş Birliği Teşkilatı Parlamento Birliği Toplantısı’nda konuştu. İsveç ve Hollanda'nın ardından Danimarka'da Kur'an-ı Kerim'i hedef alan saldırılara sert tepki gösteren Şentop, ""Bu insan müsveddelerini bir kez daha lanetliyorum"" dedi.",1,X,TRT
Doğal gazın ardından sıra hidrojene gelecek,Doğal gaz rezervleriyle adını duyuran Karadeniz’den yakın gelecekte farklı müjdeler de gelebilir. Türk bilim insanları tarafından geliştirilen yeni yöntemle Karadeniz’deki hidrojen sülfürün yüzeye çıkarılıp ayrıştırılması planlanıyor. Projenin hayata geçmesi halinde Türkiye’nin buradan trilyon dolar değerinde enerji elde edebileceği konuşuluyor.,1,X,TRT
Bakan Akar: Afet bölgelerine 17 uçakla yardım uçuşu yapılıyor,"Milli Savunma Bakanı Hulusi Akar, “A400m nakliye uçakları dahil 17 uçakla İstanbul, İzmir ve Ankara’dan Gaziantep ve Adana’ya sürekli olarak yardım uçuşları gerçekleştiriliyor. Şu ana kadar 73 sorti destek uçuşu gerçekleştirildi. Ayrıca afet bölgelerindeki çalışmaların koordinasyonu için 2 Akıncı TİHA görevlendirildi” dedi.",1,X,TRT
Yıkılan binalarda kusuru tespit edilen 4 kişi yakalandı,Osmaniye'de depremde yıkılan binalarla ilgili tespit edilen yapım kusurları ve kolon kesme eylemlerine ilişkin hakkında gözaltı kararı verilen 6 şüpheliden 4'ü yakalandı.,1,X,TRT
Videonun Çin’de gayrimenkul alımı karşılığı Türk pasaportu verildiğini gösterdi,Video Türkiye’de göçmenlik şartları ve yatırım yoluyla Türk vatandaşlığı hakkında bilgi veriyor.,0,√,TeyitOrg-False
"Bakan Akar, İngiltere Savunma Bakanı Wallece ile görüştü","Milli Savunma Bakanı Hulusi Akar, İngiltere Savunma Bakanı Ben Wallace ile görüştü.",1,X,TRT
Meclis'te bu hafta,"Meclis, bütçe görüşmelerinin ardından yoğun bir haftaya giriyor. Genel Kurulda, ekonomiye ilişkin ""torba"" kanun teklifi görüşülecek. Siyasi partilerin ara verilen grup toplantıları da gerçekleştirilecek.",1,X,TRT
Videonun 27 Eylül çatışmasında Pakistan'ın Azerbaycan'a desteğini gösterdi,"Sosyal medyada 27 Eylül 2020 tarihinde paylaşılan bir videonun Pakistan'ın Azerbaycan Ermenistan çatışmasında Azerbaycan'a desteğini gösterdiği iddia edildi.

",0,√,TeyitOrg-False
Fotoğrafın Kastamonu Seydiler İlçesi’nde görülen yaratığı gösterdi,Haber sitelerinde ve sosyal medyada yer alan fotoğrafın Kastamonu’nun Seydiler İlçesi Oyrak Geçidi yolu kenarındaki bir yaratığı gösterdiği iddia edildi.,0,√,TeyitOrg-False
Çatışma görüntülerinin Karabağ’dan oldu,"Karabağ’da havadan ateş açıldığını gösterdiği iddia edilen görüntüler, ARMA 3 isimli oyundan alınmış. ",0,√,TeyitOrg-False
'Asrın felaketi'nde can kaybı 20 bin 213 oldu,"Sağlık Bakanı Koca, Kahramanmaraş merkezli depremlerde 20 bin 213 kişinin hayatını kaybettiğini, 80 bin 52 kişinin yaralandığını açıkladı.",1,X,TRT
TİHEK'ten depremzedelerden yüksek kira istenmesine ilişkin yaptırım uyarısı,"Türkiye İnsan Hakları ve Eşitlik Kurumu (TİHEK) Başkanı Prof. Dr. Muharrem Kılıç, depremzedelerden yüksek kira bedeli istenmesi, depremzedelere ev verilmemesi, istihdam sağlanmaması gibi eylemlerin insan hakları ihlali olduğunu belirterek, TİHEK'in bu konularda idari yaptırım uygulama yetkisinin bulunduğunu söyledi.",1,X,TRT
Fotoğrafın Michio Hoshino'nun çektiği son kare oldu,"Fotoğrafın, fotoğrafçı Michio Hoshino’nun bir ayının saldırısı sonucu ölmeden hemen önce çektiği son fotoğraf olduğu iddia edildi.",0,√,TeyitOrg-False
Öncüpınar saldırısına böyle karşılık verildi: 11 terörist etkisiz,PKK/YPG'li teröristlerin Öncüpınar Hudut Karakolu'na saldırısının ardından terör hedefleri güçlü şekilde vuruldu. İlk belirlemelere göre 11 terörist etkisiz hale getirildi.,1,X,TRT
Bakan Akar: Suriye'nin kuzeyinde Rusya ile ortak devriyeler geliştirilebilir,"Milli Savunma Bakanı Hulusi Akar, dün Genel Merkez'de gerçekleştirilen toplantıya ilişkin konuştu. Bakan Akar, ""Suriye'nin kuzeyine ilişkin Rusya ile yapılan ortak devriyeler geliştirilebilir"" dedi.",1,X,TRT
'Bayraktar Efsane Kanatlar' belgeseli yayınlandı,"Ukrayna'nın en büyük televizyon kanallarından 1+1, Baykar tarafından milli ve özgün olarak geliştirilen Bayraktar TB2'leri anlatan ""Bayraktar Efsane Kanatlar"" belgeseli yayınladı.",1,X,TRT
İstanbul Havalimanı iddiaları II: Kuşların göç yolları üzerinde mi yer alıyor?,İstanbul Havalimanı hakkında sosyal medyada yer alan tartışmalı iddialardan olan bölgenin kuşların göç yolları üzerinde yer aldığı doğru.,1,X,TeyitOrg-True
Deprem bölgelerine doğal gaz verilmeye başlanıyor,"BOTAŞ, Kahramanmaraş ile Pazarcık ve Narlı, Gaziantep ile Nurdağı ve Islahiye, Hatay'ın Reyhanlı ve Hassa ilçelerine şehir giriş istasyonlarına doğal gaz verildiğini bildirdi.",1,X,TRT
IMF'nin Türk Devletleri Teşkilatı’nı ayrı bir devlet gibi değerlendirdi,IMF Türk Devletleri Teşkilatı’nı ayrı bir devlet olarak değerlendirmiyor. İddialarda yer alan tabloyu Wikipedia’daki kullanıcılar oluşturmuş.,0,√,TeyitOrg-False
İzmir Çınarlı'da AKP'ye Evet mührü basılmış oy pusulaları yakalandı,"Sosyal medyada yer alan iddialara göre İzmir Çınarlı'da ""AKP'ye Evet"" mührü basılmış oy pusulalarıyla dolu bir araç yakalandı.",0,√,TeyitOrg-False
Bakan Soylu: Uyuşturucu ile ilgili ihbarların sayısı gün geçtikçe azalıyor,"İçişleri Bakanı Süleyman Soylu, ""Türkiye'de uyuşturucu ile ilgili ihbarların sayısı 2022 yılında 146 bin sayısına gerilemiş durumda. Demek ki sokaklarda bu mücadele güçlü bir şekilde yapılıyor ki ihbar sayısı gün geçtikçe azalır bir noktaya geldi"" dedi.",1,X,TRT
Türkiye-Almanya-Yunanistan arasında üçlü görüşme,"Cumhurbaşkanlığı Sözcüsü Kalın, Almanya ve Yunanistan'dan yetkililerle birlikte Türkiye-Yunanistan arasında iletişim kanallarının yeniden canlandırılması konulu 3'lü bir görüşme yaptı.",1,X,TRT
Cumhurbaşkanı Erdoğan: Memura ve tüm emeklilere yüzde 25 oranında zam uygulanacak,"Cumhurbaşkanı Recep Tayyip Erdoğan, memur, memur emeklileri ve diğer tüm emeklilerin maaş artış oranının yüzde 25 olarak uygulanacağını açıkladı.",1,X,TRT
Videonun Suudi Arabistan Savunma Bakanı'nın Çin Büyükelçiliği'nde karşılanma anını gösterdi,"Suudi Arabistan Savunma Bakanı'nın Çin Büyükelçiliği'nde karşılanma anını gösterdiği iddia edilen görüntü 2019 yılında Körfez Savunma ve Havacılık Sergisi sırasındaki bir tatbikatta kaydedildi.
",0,√,TeyitOrg-False
ABD'de bir bebek elinde spiral ipiyle doğdu,"ABD'de bir bebeğin elinde doğum kontrol spirali ile dünyaya geldi, bebeğin fotoğrafı paylaşılarak, sosyal medyada viral hale geldi.",0,√,TeyitOrg-False
Kamuda WhatsApp ve Telegram’ın yasaklandı,Kamuda sadece mesajlaşma uygulamaları üzerinden gizlilik içeren kurumsal haberleşme ve belge paylaşımına yasak geldi. Dijital Dönüşüm Ofisi de yaptığı açıklamayla haberlerin gerçek dışı olduğunu belirtti.,0,√,TeyitOrg-False
TBMM'de 90 TL vatandaşlık aidatı alınmasına ilişkin kanun kabul edildi,Sosyal medyada TBMM’de sabaha karşı kabul edilen bir kanun teklifiyle vatandaşlardan yıllık 90 TL vatandaşlık aidatı alınacağı iddia edildi.,0,√,TeyitOrg-False
Dünya Sağlık Örgütü'nün vaka sayısına göre aşı dağıtacağını söyledi,Dünya Sağlık Örgütü’nün aşı yardımlarının vaka sayılarına göre yapılacağını söyleyen bir politika ya da açıklaması bulunmuyor.,0,√,TeyitOrg-False
Türkiye’de ilk çocuk felci vakalarının Marshall Yardımları kapsamında gelen süt tozu nedeniyle görüldü,Marshall Yardımları öncesinde de Türkiye’de çocuk felci vakaları görülüyordu. Çocuk felci vakalarının artışıyla süt tozu tüketiminin alakası yok.,0,√,TeyitOrg-False
İzmir'de TOKİ kuraları bugün başlıyor,"Cumhuriyet tarihinin en büyük sosyal konut hamlesi olan 'İlk Evim İlk İş Yerim' projesinde kura heyecanı devam ediyor. Bugün, İzmir için kuralar çekilecek, 12 bin 400 konutun hak sahibi belirlenecek. Arsasına kendi evini yapmak isteyenler için de kuralar 12 ilde tamamlandı. Bugün Ankara'da 14 bin 223 hak sahibi için çekiliş süreci başlıyor.",1,X,TRT
Muğla’daki orman yangınında söndürme işinin THK yerine özel bir şirkette oldu,Muğla’da çıkan orman yangınında Türk Hava Kurumu uçaklarının kullanılmamasının sebebi yangın söndürme işinin özel bir şirkete verildiği iddia edildi.,1,√,TeyitOrg-True
